"","X","LID","Metricas","value"
"371",24,"Curacautin","ED.z",-1.15439523644621
"372",24,"Curacautin","AREA_MN.z",-0.620847622954413
"373",24,"Curacautin","GYRATE_MN.z",-0.108068744183624
"374",24,"Curacautin","SHAPE_MN.z",-0.652223955602
"375",24,"Curacautin","PARA_MN.z",-1.08035744507965
"376",24,"Curacautin","PAFRAC.z",-0.459501807229098
"377",24,"Curacautin","ENN_MN.z",0.580831781311498
"378",24,"Curacautin","IJI.z",-0.722886664076141
"379",24,"Curacautin","COHESION.z",-0.37586971495626
"380",24,"Curacautin","AI.z",-0.0451457512749471
"381",24,"Curacautin","DIVISION.z",0.42746499800884
"382",24,"Curacautin","NP.z",-0.0976359336242444
"383",24,"Curacautin","PD.z",-0.968110747079426
"384",24,"Curacautin","LSI.z",-0.387495359410108
"385",25,"Curarrehue","PLAND.z",-1.35299578949237
"386",25,"Curarrehue","LPI.z",-0.760940913159448
"387",25,"Curarrehue","ED.z",-1.60531021340514
"388",25,"Curarrehue","AREA_MN.z",-1.08323742584049
"389",25,"Curarrehue","GYRATE_MN.z",-1.78939705451566
"390",25,"Curarrehue","SHAPE_MN.z",-0.834403435812625
"391",25,"Curarrehue","PARA_MN.z",2.17798908420393
"392",25,"Curarrehue","PAFRAC.z",-0.339553523857633
"393",25,"Curarrehue","ENN_MN.z",2.27455125733466
"394",25,"Curarrehue","IJI.z",-1.82847656035209
"395",25,"Curarrehue","COHESION.z",-3.22131642100051
"396",25,"Curarrehue","AI.z",-2.62303303611267
"397",25,"Curarrehue","DIVISION.z",0.430996409135522
"398",25,"Curarrehue","NP.z",-1.6248977126846
"399",25,"Curarrehue","PD.z",-1.72374061059741
"400",25,"Curarrehue","LSI.z",-1.53147140509493
"401",26,"Cunco","PLAND.z",-0.639353027124006
"402",26,"Cunco","LPI.z",-0.689873208927925
"403",26,"Cunco","ED.z",-0.704854099248451
"404",26,"Cunco","AREA_MN.z",-0.354029461349682
"405",26,"Cunco","GYRATE_MN.z",0.619035721492505
"406",26,"Cunco","SHAPE_MN.z",0.208624137700948
"407",26,"Cunco","PARA_MN.z",-1.23977014377238
"408",26,"Cunco","PAFRAC.z",-0.15382714960504
"409",26,"Cunco","ENN_MN.z",0.0945302436764574
"410",26,"Cunco","IJI.z",0.596723717010153
"411",26,"Cunco","COHESION.z",-0.310679914260501
"412",26,"Cunco","AI.z",0.281856044333893
"413",26,"Cunco","DIVISION.z",0.423933586882159
"414",26,"Cunco","NP.z",1.17616537997503
"415",26,"Cunco","PD.z",-0.483101811426025
"416",26,"Cunco","LSI.z",0.348396347720614
"417",27,"Collipulli","PLAND.z",1.56163123231631
"418",27,"Collipulli","LPI.z",0.998525791957604
"419",27,"Collipulli","ED.z",0.174043913074635
"420",27,"Collipulli","AREA_MN.z",3.30583439789299
"421",27,"Collipulli","GYRATE_MN.z",2.23113893010756
"422",27,"Collipulli","SHAPE_MN.z",0.381461080464874
"423",27,"Collipulli","PARA_MN.z",-0.942686942416888
"424",27,"Collipulli","PAFRAC.z",-0.124807403628072
"425",27,"Collipulli","ENN_MN.z",-0.512937109055233
"426",27,"Collipulli","IJI.z",-0.229213262901923
"427",27,"Collipulli","COHESION.z",0.942404409806579
"428",27,"Collipulli","AI.z",1.6442417920654
"429",27,"Collipulli","DIVISION.z",-0.771449079499722
"430",27,"Collipulli","NP.z",-0.214617686913974
"431",27,"Collipulli","PD.z",-0.777738882239625
"432",27,"Collipulli","LSI.z",-0.165820457420946
"433",28,"Cholchol","PLAND.z",0.734607090284365
"434",28,"Cholchol","LPI.z",0.481279448600035
"435",28,"Cholchol","ED.z",0.876355591445445
"436",28,"Cholchol","AREA_MN.z",-0.161929506008239
"437",28,"Cholchol","GYRATE_MN.z",-0.415577956087742
"438",28,"Cholchol","SHAPE_MN.z",-0.67958424383876
"439",28,"Cholchol","PARA_MN.z",-0.826442161745847
"440",28,"Cholchol","PAFRAC.z",-0.0300095667699802
"441",28,"Cholchol","ENN_MN.z",-0.602928263411106
"442",28,"Cholchol","IJI.z",0.395385640306184
"443",28,"Cholchol","COHESION.z",0.645871250590076
"444",28,"Cholchol","AI.z",0.488268167271261
"445",28,"Cholchol","DIVISION.z",-0.0174928039530997
"446",28,"Cholchol","NP.z",-0.273108563558838
"447",28,"Cholchol","PD.z",1.55417002215191
"448",28,"Cholchol","LSI.z",-0.351250906547138
"449",29,"Carahue","PLAND.z",0.845267603243041
"450",29,"Carahue","LPI.z",0.0958347115370786
"451",29,"Carahue","ED.z",1.00611954935157
"452",29,"Carahue","AREA_MN.z",0.230049869501124
"453",29,"Carahue","GYRATE_MN.z",0.650583892775399
"454",29,"Carahue","SHAPE_MN.z",1.05145448021383
"455",29,"Carahue","PARA_MN.z",-0.708904276746606
"456",29,"Carahue","PAFRAC.z",1.03598243545063
"457",29,"Carahue","ENN_MN.z",-0.719567167410904
"458",29,"Carahue","IJI.z",1.17941637569553
"459",29,"Carahue","COHESION.z",0.604505219596296
"460",29,"Carahue","AI.z",0.479685922244672
"461",29,"Carahue","DIVISION.z",0.178500513577755
"462",29,"Carahue","NP.z",2.12501737888061
"463",29,"Carahue","PD.z",0.774524015684906
"464",29,"Carahue","LSI.z",1.3002570673654
"465",30,"Angol","PLAND.z",1.23676213447591
"466",30,"Angol","LPI.z",1.54280167673134
"467",30,"Angol","ED.z",0.984034276446831
"468",30,"Angol","AREA_MN.z",1.34426153403036
"469",30,"Angol","GYRATE_MN.z",-0.220795385383089
"470",30,"Angol","SHAPE_MN.z",-0.684922836665446
"471",30,"Angol","PARA_MN.z",1.3063522784531
"472",30,"Angol","PAFRAC.z",-0.664574678799666
"473",30,"Angol","ENN_MN.z",-0.714788078637595
"474",30,"Angol","IJI.z",-0.104396260185323
